"","Name","IOC","DOB","Height","Weight","Turn.Pro","Prz","Rk","CH","Date","Titles","W","L","country_type","Region","CH_age","Background","sex"
"2603","Gabriel DONEV","Bulgaria",1996-06-29,0,0,0,19025,847,782,2019-10-07,0,0,1,"developed","EUROPE",23,"West","Male"
"2605","Dragos DIMA","Romania",1992-06-16,180,70,0,90775,849,279,2018-09-24,0,2,1,"developed","EUROPE",26,"West","Male"
"2606","Guy DEN HEIJER","Netherlands",1997-03-30,0,0,0,20767,850,775,2018-05-14,0,0,0,"developed","EUROPE",21,"West","Male"
"2607","Jerzy JANOWICZ","Poland",1990-11-13,203,94,2007,3753212,850,14,2013-08-12,0,101,95,"developed","EUROPE",22,"West","Male"
"2609","Stefano BATTAGLINO","Italy",1998-06-17,0,0,0,8768,852,852,2019-11-04,0,0,0,"developed","EUROPE",21,"West","Male"
"2610","Taisei ICHIKAWA","Japan",2000-12-21,180,70,0,7408,853,847,2019-10-14,0,0,0,"developed","ASIA",18,"East","Male"
"2611","Mirko MARTINEZ","Switzerland",1998-04-03,175,70,0,19913,854,838,2019-10-28,0,0,0,"developed","EUROPE",21,"West","Male"
"2612","Cristian VILLAGRAN","Switzerland",1982-01-20,180,73,2001,194808,854,200,2008-07-07,0,0,0,"developed","EUROPE",26,"West","Male"
"2613","Timon REICHELT","Germany",1989-05-19,0,0,0,17602,855,778,2016-11-07,0,0,0,"developed","EUROPE",27,"West","Male"
"2614","Valentin GUENTHER","Germany",1998-02-14,0,0,0,15754,855,855,2019-11-04,0,0,0,"developed","EUROPE",21,"West","Male"
"2616","WU Yibing","China",1999-10-14,183,80,2017,191546,857,298,2019-03-18,0,4,8,"developing","ASIA",19,"West","Male"
"2617","Clement GEENS","Belgium",1996-03-11,180,68,0,71996,858,245,2016-08-22,0,0,0,"developed","EUROPE",20,"West","Male"
"2618","Gengo KIKUCHI","Japan",1991-11-07,183,65,0,35877,859,638,2016-08-08,0,0,0,"developed","ASIA",24,"West","Male"
"2619","Samuele RAMAZZOTTI","Italy",1999-02-27,0,0,0,7151,860,608,2019-07-15,0,0,0,"developed","EUROPE",20,"West","Male"
"2620","Stuart PARKER","United Kingdom",1997-07-30,0,0,0,4368,861,861,2019-11-04,0,0,0,"developed","EUROPE",22,"West","Male"
"2621","Shinji HAZAWA","Japan",1999-04-12,175,68,0,12851,862,514,2019-01-14,0,0,0,"developed","ASIA",19,"West","Male"
"2623","Blake ELLIS","Australia",1999-01-06,191,75,0,80798,864,348,2019-02-11,0,0,0,"developed","OCEANIA",20,"West","Male"
"2624","Jose CHECA-CALVO","Spain",1985-04-02,190,85,0,172526,865,230,2014-04-07,0,0,0,"developed","EUROPE",29,"West","Male"
"2626","Kristjan TAMM","Estonia",1998-06-16,0,0,0,11652,866,866,2019-11-04,0,0,1,"developed","EUROPE",21,"East","Male"
"2627","Florian LAKAT","France",1995-08-03,196,92,0,41188,867,680,2018-03-19,0,0,0,"developed","EUROPE",22,"West","Male"
"2629","Alexis MUSIALEK","France",1988-07-04,183,80,2013,104947,868,255,2015-07-20,0,0,0,"developed","EUROPE",27,"West","Male"
"2630","Yanais LAURENT","France",1992-06-06,183,76,0,55329,869,503,2015-08-24,0,0,0,"developed","EUROPE",23,"West","Male"
"2631","Aaron SCHMID","Switzerland",2000-09-17,0,0,0,11092,870,870,2019-11-04,0,0,0,"developed","EUROPE",19,"West","Male"
"2634","Karol DRZEWIECKI","Poland",1995-11-01,191,88,0,50433,873,820,2018-12-03,0,0,0,"developed","EUROPE",23,"West","Male"
"2636","Tristan SCHOOLKATE","Australia",2001-02-26,0,0,0,3710,875,875,2019-11-04,0,0,0,"developed","OCEANIA",18,"West","Male"
"2637","Ronit Singh BISHT","India",1996-04-06,0,0,0,9585,875,658,2016-04-11,0,0,0,"developing","ASIA",20,"West","Male"
"2639","Andrew PAULSON","Czech Republic",2001-11-16,0,0,0,4230,877,877,2019-11-04,0,0,0,"developed","EUROPE",17,"West","Male"
"2640","Joshua ORTLIP","United States",1997-01-22,0,0,0,5495,878,878,2019-11-04,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2641","Victor Vlad CORNEA","Romania",1993-09-24,198,81,0,48601,879,786,2015-06-22,0,0,0,"developed","EUROPE",21,"West","Male"
"2642","Liam DRAXL","Canada",2001-12-05,185,77,0,6848,880,559,2019-07-29,0,0,0,"developed","NORTHERN_AMERICA",17,"West","Male"
"2643","Andrea GUERRIERI","Italy",1998-12-03,178,0,0,21492,881,798,2018-07-02,0,0,0,"developed","EUROPE",19,"West","Male"
"2644","Denys MYLOKOSTOV","Ukraine",1993-04-05,0,0,0,36941,882,458,2017-06-12,0,0,0,"developing","EUROPE",24,"West","Male"
"2645","George LOFFHAGEN","United Kingdom",2001-04-19,0,0,0,20163,882,687,2018-12-17,0,0,0,"developed","EUROPE",17,"West","Male"
"2647","Mick LESCURE","France",1993-06-02,183,72,2010,74747,884,487,2018-08-20,0,0,0,"developed","EUROPE",25,"West","Male"
"2648","Federico ARNABOLDI","Italy",2000-06-18,185,81,0,6869,885,885,2019-10-28,0,0,0,"developed","EUROPE",19,"West","Male"
"2649","Ivan LIUTAREVICH","Belarus",1996-02-20,0,0,0,25426,886,886,2019-10-28,0,0,0,"developing","EUROPE",23,"West","Male"
"2650","James MCGEE","Ireland",1987-06-10,183,80,0,380510,887,146,2015-06-22,0,9,10,"developed","EUROPE",28,"West","Male"
"2651","Simon BEAUPAIN","Belgium",1999-05-18,178,76,0,10765,887,887,2019-10-28,0,0,0,"developed","EUROPE",20,"West","Male"
"2652","Soichiro MORITANI","Japan",1994-08-12,0,0,0,39931,888,704,2018-10-15,0,0,0,"developed","ASIA",24,"West","Male"
"2653","George TSIVADZE","Georgia",1993-01-02,191,78,0,41083,889,733,2015-06-22,0,2,8,"developing","EUROPE",22,"West","Male"
"2654","Dostanbek TASHBULATOV","Kazakhstan",2000-06-27,0,0,0,9817,890,890,2019-10-28,0,0,0,"developing","ASIA",19,"East","Male"
"2655","Omar JASIKA","Australia",1997-05-18,183,60,0,239459,891,239,2017-04-03,0,1,3,"developed","OCEANIA",19,"West","Male"
"2656","Pierre DELAGE","France",2001-01-22,0,0,0,7401,891,824,2019-10-07,0,0,0,"developed","EUROPE",18,"East","Male"
"2657","Yan SABANIN","Russia",1990-01-31,191,88,0,60605,892,598,2018-04-23,0,0,0,"developing","EUROPE",28,"West","Male"
"2659","Aryan GOVEAS","India",1998-07-09,188,81,0,36209,894,679,2017-10-23,0,0,0,"developing","ASIA",19,"West","Male"
"2660","William BLUMBERG","United States",1998-01-26,188,84,0,30679,894,438,2019-01-07,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"2661","Isaac STOUTE","United Kingdom",1996-04-12,183,80,0,19541,895,813,2018-12-03,0,0,0,"developed","EUROPE",22,"West","Male"
"2662","Maxime TABATRUONG","France",1989-09-24,180,72,0,54034,896,360,2015-10-26,0,0,0,"developed","EUROPE",26,"West","Male"
"2663","Joris DE LOORE","Belgium",1993-04-21,191,86,2011,229250,896,174,2016-10-17,0,1,4,"developed","EUROPE",23,"West","Male"
"2664","Ryan James STORRIE","United Kingdom",1998-02-28,0,0,0,25295,897,626,2018-04-30,0,0,0,"developed","EUROPE",20,"West","Male"
"2665","Christian SAMUELSSON","Sweden",1996-01-09,183,78,0,14623,898,898,2019-11-04,0,0,0,"developed","EUROPE",23,"West","Male"
"2666","Sumit SARKAR","United States",1999-07-12,188,82,0,8511,899,872,2019-08-05,0,0,0,"developed","NORTHERN_AMERICA",20,"West","Male"
"2668","Tyler LU","United States",1995-08-12,173,68,0,16530,901,676,2018-11-26,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"2670","Constantin BITTOUN KOUZMINE","France",1999-01-04,175,73,0,18931,903,522,2018-12-03,0,0,0,"developed","EUROPE",19,"West","Male"
"2671","LI Yuanfeng","China",1993-11-10,0,0,0,26734,904,904,2019-10-21,0,0,0,"developing","ASIA",25,"West","Male"
"2672","Vasil KIRKOV","United States",1999-03-13,185,64,0,36036,905,760,2018-09-10,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"2673","Alexander LEBEDEV","United States",1997-03-29,191,86,0,10130,906,906,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2674","Niklas GUTTAU","Germany",2000-01-03,178,70,0,10315,907,892,2019-10-07,0,0,0,"developed","EUROPE",19,"West","Male"
"2675","William BUSHAMUKA","United States",1996-01-24,185,95,0,18379,908,908,2019-11-04,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"2676","Louis TESSA","France",1998-04-06,183,68,0,25164,909,812,2017-06-26,0,0,0,"developed","EUROPE",19,"West","Male"
"2677","Matvey MININ","Russia",2001-06-28,185,81,0,13895,910,871,2019-09-30,0,0,0,"developing","EUROPE",18,"West","Male"
"2678","WONG Hong Kit","Hong Kong",1998-08-30,0,0,0,25014,911,653,2018-12-24,0,2,2,"developing","ASIA",20,"West","Male"
"2679","Antal VAN DER DUIM","Netherlands",1987-09-16,185,80,0,203528,912,214,2016-10-31,0,0,1,"developed","EUROPE",29,"West","Male"
"2680","Albert ROGLAN","Spain",1998-11-13,0,0,0,14331,912,823,2019-09-23,0,0,0,"developed","EUROPE",20,"West","Male"
"2681","Julian BRADLEY","Ireland",1992-07-16,198,86,0,23829,913,912,2019-10-21,0,0,0,"developed","EUROPE",27,"West","Male"
"2682","Remi BOUTILLIER","France",1990-01-15,188,75,0,86862,914,235,2015-05-25,0,0,0,"developed","EUROPE",25,"West","Male"
"2683","Mikhail FUFYGIN","Russia",1990-05-13,188,81,0,89747,914,484,2012-04-30,0,0,0,"developing","EUROPE",21,"West","Male"
"2684","Paul-Henri MATHIEU","France",1982-01-12,185,74,1999,6299093,914,12,2008-04-07,4,276,306,"developed","EUROPE",26,"West","Male"
"2686","Daniel RODRIGUES","Portugal",2000-02-11,0,0,0,6526,916,915,2019-10-21,0,0,0,"developed","EUROPE",19,"West","Male"
"2687","Flavio COBOLLI","Italy",2002-05-06,0,0,0,3315,917,916,2019-10-21,0,0,0,"developed","EUROPE",17,"West","Male"
"2688","Pawel CIAS","Poland",1994-02-22,178,70,0,60977,918,393,2018-06-25,0,0,0,"developed","EUROPE",24,"West","Male"
"2689","Wojciech MAREK","Poland",2001-05-27,0,0,0,5598,919,919,2019-11-04,0,0,0,"developed","EUROPE",18,"West","Male"
"2690","Gauthier ONCLIN","Belgium",NA,0,0,0,4212,920,919,2019-10-21,0,0,0,"developed","EUROPE",NA,"West","Male"
"2693","Pascal MEIS","Germany",1993-06-11,180,78,0,56959,923,487,2018-05-21,0,0,0,"developed","EUROPE",24,"West","Male"
"2694","Adrian ANDRZEJCZUK","Poland",1996-03-18,193,85,0,31030,924,887,2017-12-25,0,0,0,"developed","EUROPE",21,"West","Male"
"2696","Cannon KINGSLEY","United States",2001-05-06,0,0,0,7652,926,593,2019-05-27,0,0,0,"developed","NORTHERN_AMERICA",18,"West","Male"
"2697","Rimpei KAWAKAMI","Japan",2000-08-29,178,70,0,9528,927,879,2019-08-26,0,0,0,"developed","ASIA",19,"West","Male"
"2698","Max HOUKES","Netherlands",2000-07-03,0,0,0,7080,928,857,2019-08-19,0,0,0,"developed","EUROPE",19,"West","Male"
"2699","Maciej SMOLA","Poland",1993-03-24,196,92,0,62216,929,623,2018-12-17,0,0,0,"developed","EUROPE",25,"West","Male"
"2700","Daisuke SUMIZAWA","Japan",1999-01-31,175,67,0,10259,930,929,2019-10-21,0,0,0,"developed","ASIA",20,"West","Male"
"2702","Bart VAN DEN BERG","Netherlands",1993-07-25,0,0,0,14999,932,932,2019-10-21,0,0,0,"developed","EUROPE",26,"West","Male"
"2703","Samuel BROSSET","France",1998-01-14,0,0,0,9722,933,748,2018-12-17,0,0,0,"developed","EUROPE",20,"West","Male"
"2704","Sergi PEREZ CONTRI","Spain",1998-01-20,0,0,0,24215,934,934,2019-11-04,0,0,0,"developed","EUROPE",21,"West","Male"
"2705","Mikalai HALIAK","Belarus",1998-08-14,183,75,0,24733,935,787,2018-10-01,0,0,0,"developing","EUROPE",20,"West","Male"
"2706","Rhett PURCELL","New Zealand",1996-02-06,193,85,0,31437,936,749,2018-09-10,0,1,0,"developed","OCEANIA",22,"West","Male"
"2707","Fran Zvonimir ZGOMBIC","Croatia",1996-01-24,180,80,0,21104,936,737,2018-06-25,0,0,0,"developed","EUROPE",22,"West","Male"
"2708","Maxime MORA","France",1997-03-26,185,75,0,24206,937,756,2018-12-17,0,0,0,"developed","EUROPE",21,"West","Male"
"2710","Sagadat AYAP","Kazakhstan",1995-05-25,193,77,0,34880,939,886,2019-08-26,0,0,0,"developing","ASIA",24,"West","Male"
"2711","Kyle SEELIG","United States",1997-09-17,0,0,0,5291,940,940,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",22,"East","Male"
"2712","Andrea BOLLA","Italy",1998-10-28,0,0,0,7435,941,941,2019-11-04,0,0,0,"developed","EUROPE",21,"West","Male"
"2713","Jan ZIELINSKI","Poland",1996-11-16,183,78,0,20267,942,941,2019-10-21,0,0,0,"developed","EUROPE",22,"West","Male"
"2714","Gianni MINA","France",1992-02-09,188,85,0,160319,943,219,2015-05-25,0,1,4,"developed","EUROPE",23,"West","Male"
"2715","Zachary EISINGA","Netherlands",2000-01-09,0,0,0,4101,944,943,2019-10-21,0,0,0,"developed","EUROPE",19,"East","Male"
"2716","Daniel DE JONGE","Netherlands",1999-08-17,0,0,0,3312,945,944,2019-10-21,0,0,0,"developed","EUROPE",20,"West","Male"
"2717","WANG Chuhan","China",1992-02-24,188,75,0,121319,946,365,2015-04-20,0,1,2,"developing","ASIA",23,"West","Male"
"2718","Petr MICHNEV","Czech Republic",1989-08-03,188,82,2007,89970,947,229,2017-08-07,0,0,0,"developed","EUROPE",28,"West","Male"
"2720","Vadym URSU","Ukraine",1997-01-01,180,71,0,37008,949,605,2016-11-07,0,0,0,"developing","EUROPE",19,"West","Male"
"2721","Marco BRUGNEROTTO","Italy",1996-05-08,180,70,0,8882,949,914,2019-08-12,0,0,0,"developed","EUROPE",23,"West","Male"
"2722","Florent DIEP","France",1991-09-24,191,80,0,62295,951,592,2018-08-20,0,0,0,"developed","EUROPE",26,"West","Male"
"2723","Kenneth RAISMA","Estonia",1998-04-03,193,82,0,24622,951,676,2017-05-08,0,1,2,"developed","EUROPE",19,"West","Male"
"2724","Michael BERRER","Germany",1980-07-01,193,100,1999,2766701,952,42,2010-05-24,0,88,145,"developed","EUROPE",29,"West","Male"
"2725","Luca TOMASETTO","Italy",1996-03-31,0,0,0,11064,953,951,2019-10-21,0,0,0,"developed","EUROPE",23,"West","Male"
"2726","Jakob AICHHORN","Austria",1998-09-22,0,0,0,8767,954,952,2019-10-28,0,0,0,"developed","EUROPE",21,"West","Male"
"2727","Ugo BLANCHET","France",1999-01-05,0,0,0,10227,955,953,2019-10-21,0,0,0,"developed","EUROPE",20,"West","Male"
"2728","Joshua PARIS","United Kingdom",1996-03-06,0,83,0,25420,956,769,2019-08-05,0,0,0,"developed","EUROPE",23,"West","Male"
"2729","Tyler MERCIER","United States",1991-06-21,191,77,0,19369,957,957,2019-11-04,0,0,0,"developed","NORTHERN_AMERICA",28,"West","Male"
"2730","Cameron GREEN","Australia",1996-04-22,188,86,0,11282,958,956,2019-10-28,0,0,0,"developed","OCEANIA",23,"West","Male"
"2731","Michael ZHU","United States",1992-08-12,175,77,0,30504,959,660,2019-01-14,0,0,0,"developed","NORTHERN_AMERICA",26,"East","Male"
"2732","Issei OKAMURA","Japan",1992-05-26,170,68,0,46333,960,574,2016-08-08,0,0,0,"developed","ASIA",24,"West","Male"
"2733","Riccardo BELLOTTI","Italy",1991-08-05,0,0,0,191103,961,199,2017-05-08,0,0,1,"developed","EUROPE",25,"East","Male"
"2734","Yuta KAWAHASHI","Japan",1998-01-26,175,65,0,6447,962,958,2019-10-21,0,0,0,"developed","ASIA",21,"West","Male"
"2735","Georgi RUMENOV PAYAKOV","Spain",1989-12-15,0,0,0,38336,962,390,2015-09-21,0,0,0,"developed","EUROPE",25,"West","Male"
"2736","Timo STODDER","Germany",1996-05-17,0,0,0,6511,963,959,2019-10-21,0,0,0,"developed","EUROPE",23,"West","Male"
"2737","Ko SUZUKI","Japan",1991-08-03,0,0,0,14353,963,923,2014-07-28,0,0,0,"developed","ASIA",23,"West","Male"
"2739","Logan SMITH","United States",1996-10-29,191,80,0,7361,966,957,2017-11-27,0,0,0,"developed","NORTHERN_AMERICA",21,"West","Male"
"2740","Billy HARRIS","United Kingdom",1995-01-25,191,86,0,35767,967,609,2018-10-01,0,0,0,"developed","EUROPE",23,"West","Male"
"2741","Justin BOULAIS","Canada",2001-10-20,183,77,0,6994,968,540,2019-07-29,0,0,0,"developed","NORTHERN_AMERICA",17,"East","Male"
"2742","Richard MUZAEV","Russia",1992-03-21,178,74,0,60464,969,560,2014-10-20,0,0,0,"developing","EUROPE",22,"West","Male"
"2744","Emilio NAVA","United States",2001-12-02,183,74,2018,20137,971,575,2019-05-13,0,0,1,"developed","NORTHERN_AMERICA",17,"West","Male"
"2745","Gilles MULLER","Luxembourg",1983-05-09,193,89,2001,5991874,972,21,2017-07-31,2,233,213,"developed","EUROPE",34,"West","Male"
"2746","Yuki BHAMBRI","India",1992-07-04,185,75,2008,913713,972,83,2018-04-16,0,26,29,"developing","ASIA",25,"West","Male"
"2748","OH Seong-Gook","South Korea",1992-04-23,191,80,0,14699,973,693,2018-09-10,0,0,0,"developing","ASIA",26,"West","Male"
"2749","Pierre FAIVRE","France",1996-02-12,188,82,0,21402,974,813,2017-10-02,0,0,0,"developed","EUROPE",21,"West","Male"
"2751","Giacomo DAMBROSI","Italy",2001-08-20,0,0,0,6532,976,974,2019-10-28,0,0,0,"developed","EUROPE",18,"West","Male"
"2752","Antonio MASSARA","Italy",1995-09-16,178,70,0,51866,977,465,2016-08-22,0,0,0,"developed","EUROPE",20,"West","Male"
"2753","Ajeet RAI","New Zealand",1999-01-18,188,72,0,15460,978,694,2018-11-19,0,1,1,"developed","OCEANIA",19,"West","Male"
"2754","Sergio MARTOS GORNES","Spain",1994-10-19,185,80,0,76280,979,726,2015-07-20,0,0,0,"developed","EUROPE",20,"West","Male"
"2755","Kazuma KAWACHI","Japan",1994-10-11,170,66,0,23551,980,913,2019-08-05,0,0,0,"developed","ASIA",24,"West","Male"
"2756","Kalman L. BOYD","United States",1997-04-09,0,0,0,3954,981,976,2019-10-21,0,0,0,"developed","NORTHERN_AMERICA",22,"West","Male"
"2757","Jakob SUDE","Germany",1991-06-18,193,89,0,43099,982,686,2018-04-09,0,0,0,"developed","EUROPE",26,"East","Male"
"2758","Hugo PONTICO","France",1997-10-19,180,70,0,15773,983,844,2019-08-12,0,0,0,"developed","EUROPE",21,"West","Male"
"2760","Matyas FUELE","Hungary",1998-12-22,0,0,0,6037,985,982,2019-10-28,0,0,0,"developed","EUROPE",20,"East","Male"
"2761","Dragos Constantin IGNAT","Romania",1993-02-13,188,84,0,17196,986,980,2019-10-28,0,0,0,"developed","EUROPE",26,"West","Male"
"2763","Maxim DUBARENCO","Belarus",1993-06-24,0,0,0,72927,987,260,2015-08-03,0,6,8,"developing","EUROPE",22,"West","Male"
"2764","Pere RIBA","Spain",1988-04-07,183,79,2004,1363323,988,65,2011-05-16,0,24,62,"developed","EUROPE",23,"West","Male"
"2765","N Vijay Sundar PRASHANTH","India",1986-10-27,178,75,0,118820,988,335,2015-10-05,0,0,1,"developing","ASIA",28,"West","Male"
"2766","Adrian BODMER","Switzerland",1995-03-06,180,74,0,46645,989,455,2018-05-07,0,0,2,"developed","EUROPE",23,"West","Male"
"2767","Darko JANDRIC","Serbia",1994-09-02,0,0,0,37722,990,836,2016-11-14,0,0,0,"developing","EUROPE",22,"West","Male"
"2768","Simon Anthony IVANOV","Bulgaria",2000-07-03,0,0,0,5949,991,987,2019-10-28,0,0,0,"developed","EUROPE",19,"West","Male"
"2769","Sidane PONTJODIKROMO","Netherlands",2000-10-24,0,0,0,13279,992,842,2018-12-17,0,0,0,"developed","EUROPE",18,"West","Male"
"2771","Petr HAJEK","Czech Republic",1997-03-12,0,0,0,22527,994,759,2019-08-05,0,0,0,"developed","EUROPE",22,"West","Male"
"2772","XIA Zihao","China",1997-01-30,0,76,0,54486,995,353,2019-01-07,0,0,0,"developing","ASIA",21,"West","Male"
"2773","Patrick KYPSON","United States",1999-10-28,188,80,0,83069,996,449,2019-02-18,0,0,1,"developed","NORTHERN_AMERICA",19,"West","Male"
"2775","Dominik KELLOVSKY","Czech Republic",1996-07-24,183,78,0,50671,998,468,2016-12-05,0,0,0,"developed","EUROPE",20,"West","Male"
"2776","Filip KOLASINSKI","Poland",2000-12-04,0,0,0,2899,999,995,2019-10-21,0,0,0,"developed","EUROPE",18,"West","Male"
"2777","N.Sriram BALAJI","India",1990-03-18,183,74,0,232484,1000,287,2017-06-19,0,0,1,"developing","ASIA",27,"West","Male"
"2778","Daniel MUNOZ DE LA NAVA","Spain",1982-01-29,175,75,1999,1104595,1000,68,2016-02-29,0,9,28,"developed","EUROPE",34,"West","Male"
"2779","Drew BAIRD","United States",2000-08-31,0,0,0,2553,1002,995,2019-09-16,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"2780","TE Rigele","China",1997-10-09,188,80,0,82874,1003,395,2018-10-22,0,0,0,"developing","ASIA",21,"West","Male"
"2781","Egor NOSKIN","Russia",2000-05-09,0,0,0,4375,1004,1000,2019-10-28,0,0,0,"developing","EUROPE",19,"West","Male"
"2782","S D Prajwal DEV","India",1996-05-27,175,78,0,13991,1004,996,2018-06-25,0,0,0,"developing","ASIA",22,"West","Male"
"2783","Pablo LLAMAS RUIZ","Spain",2002-10-13,0,0,0,4514,1006,1006,2019-11-04,0,0,0,"developed","EUROPE",17,"West","Male"
"2784","Luca STAEHELI","Switzerland",2000-03-08,0,0,0,6165,1007,948,2019-09-09,0,0,0,"developed","EUROPE",19,"West","Male"
"2785","Holger Vitus Nodskov RUNE","Denmark",2003-04-29,185,68,0,2817,1008,555,2019-07-29,0,2,1,"developed","EUROPE",16,"West","Male"
"2787","PARK Uisung","South Korea",2000-09-27,0,0,0,7809,1010,977,2019-08-12,0,0,0,"developing","ASIA",18,"West","Male"
"2788","Marius RUZGAS","Sweden",1996-10-20,191,85,0,4870,1011,1010,2019-09-16,0,0,0,"developed","EUROPE",22,"West","Male"
"2789","Zachary SVAJDA","United States",2002-11-29,175,59,2019,63711,1012,1009,2019-10-21,0,0,1,"developed","NORTHERN_AMERICA",16,"West","Male"
"2790","David VOLFSON","Canada",1997-09-14,0,0,0,26387,1013,920,2017-07-31,0,0,0,"developed","NORTHERN_AMERICA",19,"West","Male"
"2791","Jamie WHITEFORD","United Kingdom",1990-08-30,0,0,0,4032,1013,898,2016-06-27,0,0,0,"developed","EUROPE",25,"West","Male"
"2792","Abhinav Sanjeev SHANMUGAM","India",1998-11-15,178,69,0,12645,1014,509,2019-01-14,0,0,0,"developing","ASIA",20,"West","Male"
"2793","Dane SWEENY","Australia",2001-02-12,0,0,0,7140,1015,1015,2019-11-04,0,0,0,"developed","OCEANIA",18,"West","Male"
"2795","Tom FAWCETT","United States",1995-10-18,196,93,0,41749,1017,440,2019-01-07,0,0,0,"developed","NORTHERN_AMERICA",23,"West","Male"
"2796","Matthew BARTON","Australia",1991-12-18,191,85,2009,269379,1017,183,2016-10-10,0,4,4,"developed","OCEANIA",24,"West","Male"
"2798","Luigi SORRENTINO","Italy",1998-06-18,0,0,0,6279,1019,1012,2019-10-21,0,0,0,"developed","EUROPE",21,"West","Male"
"2800","Matic SPEC","Slovenia",1995-02-26,0,0,0,13168,1021,887,2019-08-05,0,0,0,"developed","EUROPE",24,"West","Male"
"2801","Kunal ANAND","India",1992-06-02,183,88,0,33533,1022,876,2016-07-11,0,0,0,"developing","ASIA",24,"West","Male"
"2802","Gibril DIARRA","Austria",1990-05-26,196,85,0,51466,1023,594,2017-09-11,0,0,0,"developed","EUROPE",27,"West","Male"
"2803","Takao SUZUKI","Japan",1976-09-20,175,73,1995,729199,1023,102,1998-11-23,0,50,46,"developed","ASIA",22,"West","Male"
"2804","Hugo SCHOTT","France",1996-09-05,0,0,0,20825,1024,957,2018-10-15,0,0,0,"developed","EUROPE",22,"West","Male"
"2805","Victor HANESCU","Romania",1981-07-21,198,88,2000,4330340,1025,26,2009-07-06,1,201,244,"developed","EUROPE",27,"West","Male"
"2806","Adil KALYANPUR","India",2000-01-26,188,79,0,13876,1025,998,2018-11-19,0,0,0,"developing","ASIA",18,"West","Male"
"2807","Marek SEMJAN","Slovakia",1987-11-07,0,0,0,196745,1026,218,2010-08-30,0,0,0,"developed","EUROPE",22,"West","Male"
"2808","James FRAWLEY","Australia",1994-03-29,183,74,0,32398,1027,606,2019-05-27,0,0,0,"developed","OCEANIA",25,"West","Male"
"2809","David RICE","United Kingdom",1989-01-01,193,90,0,157732,1028,283,2014-02-10,0,0,0,"developed","EUROPE",25,"West","Male"
"2812","Jarkko NIEMINEN","Finland",1981-07-23,185,78,2000,7743345,1029,13,2006-07-10,2,408,348,"developed","EUROPE",24,"West","Male"
"2813","Pavel KRAINIK","Canada",1992-09-28,0,0,0,75870,1030,489,2019-04-08,0,0,0,"developed","NORTHERN_AMERICA",26,"West","Male"
"2814","Will MAHER","Australia",1999-09-16,0,0,0,3245,1031,1023,2019-10-21,0,0,0,"developed","OCEANIA",20,"West","Male"
"2815","Ryohei TAGATA","Japan",1999-07-18,0,0,0,1989,1032,1026,2019-10-28,0,0,0,"developed","ASIA",20,"West","Male"
"2816","Milan WELTE","Germany",2001-06-30,0,0,0,2558,1033,1027,2019-10-28,0,0,0,"developed","EUROPE",18,"West","Male"
"2817","Shintaro MOCHIZUKI","Japan",2003-06-02,0,0,0,3437,1034,1028,2019-10-28,0,0,0,"developed","ASIA",16,"West","Male"
"2818","Michael SHABAZ","United States",1987-08-20,0,83,0,66478,1035,394,2013-12-23,0,0,0,"developed","NORTHERN_AMERICA",26,"West","Male"
"2819","XIA Haitong","China",1996-01-08,185,70,0,6554,1036,1027,2019-10-21,0,0,0,"developing","ASIA",23,"West","Male"
"2820","Axel MICHON","France",1990-12-16,0,0,0,345421,1036,177,2014-07-14,0,1,1,"developed","EUROPE",23,"West","Male"
"2821","Andres FERNANDEZ CANOVAS","Spain",1999-03-08,0,0,0,10480,1037,915,2018-12-03,0,0,0,"developed","EUROPE",19,"West","Male"
"2822","Hendrik JEBENS","Germany",1995-08-08,196,91,0,8335,1038,1038,2019-11-04,0,0,0,"developed","EUROPE",24,"West","Male"
"2823","Keenan MAYO","United States",NA,0,0,0,4952,1039,593,2019-01-14,0,0,0,"developed","NORTHERN_AMERICA",NA,"West","Male"
"2824","Boris POKOTILOV","Russia",1997-05-27,180,78,0,9416,1040,1040,2019-11-04,0,0,0,"developing","EUROPE",22,"West","Male"
"2825","Dhruv SUNISH","India",1999-11-19,170,68,0,9792,1041,1013,2017-07-17,0,0,0,"developing","ASIA",17,"West","Male"
"2826","Naoki TAKEDA","Japan",1993-06-11,0,0,0,10624,1042,1042,2019-11-04,0,0,0,"developed","ASIA",26,"West","Male"
"2827","Alberto BARROSO CAMPOS","Spain",1996-06-04,178,72,0,18060,1043,1012,2018-07-23,0,0,0,"developed","EUROPE",22,"West","Male"
"2828","Stefan PALOSI","Romania",2000-01-28,0,0,0,6461,1044,1034,2019-10-28,0,0,0,"developed","EUROPE",19,"West","Male"
"2829","Bernardo SARAIVA","Portugal",1993-08-06,188,73,0,47594,1045,694,2017-12-04,0,0,0,"developed","EUROPE",24,"West","Male"
